Date,Total Sleep Hours,First Sleep Start,Last Sleep End,Number of Sessions,Year,Month,Month Name,Day of Week,Day of Month,Week of Year,Bedtime,Wake Time,Sleep Duration (minutes)
2023-04-20,5.953888888888889,2023-04-20 01:07:37+03:00,2023-04-20 03:42:17+03:00,2,2023,4,April,Thursday,20,16,01:07,03:42,357.23333333333335
2023-04-21,5.816111111111111,2023-04-21 02:11:02+03:00,2023-04-21 02:11:02+03:00,1,2023,4,April,Friday,21,16,02:11,02:11,348.96666666666664
2023-04-24,7.083333333333333,2023-04-24 00:55:00+03:00,2023-04-24 00:55:00+03:00,1,2023,4,April,Monday,24,17,00:55,00:55,425.0
2023-04-25,6.597777777777778,2023-04-25 01:24:08+03:00,2023-04-25 01:24:08+03:00,1,2023,4,April,Tuesday,25,17,01:24,01:24,395.8666666666667
2023-04-26,6.8805555555555555,2023-04-26 01:07:10+03:00,2023-04-26 01:07:10+03:00,1,2023,4,April,Wednesday,26,17,01:07,01:07,412.8333333333333
2023-04-27,5.993611111111111,2023-04-27 02:00:23+03:00,2023-04-27 02:00:23+03:00,1,2023,4,April,Thursday,27,17,02:00,02:00,359.6166666666667
2023-04-28,5.974722222222222,2023-04-28 02:01:33+03:00,2023-04-28 02:01:33+03:00,1,2023,4,April,Friday,28,17,02:01,02:01,358.4833333333333
2023-05-01,6.836111111111111,2023-05-01 01:09:50+03:00,2023-05-01 01:09:50+03:00,1,2023,5,May,Monday,1,18,01:09,01:09,410.1666666666667
2023-05-02,7.010555555555555,2023-05-02 00:59:22+03:00,2023-05-02 00:59:22+03:00,1,2023,5,May,Tuesday,2,18,00:59,00:59,420.6333333333333
2023-05-03,7.031944444444444,2023-05-03 00:58:05+03:00,2023-05-03 00:58:05+03:00,1,2023,5,May,Wednesday,3,18,00:58,00:58,421.91666666666663
2023-05-04,6.790277777777778,2023-05-04 01:12:35+03:00,2023-05-04 01:12:35+03:00,1,2023,5,May,Thursday,4,18,01:12,01:12,407.4166666666667
2023-05-05,6.8116666666666665,2023-05-05 01:11:18+03:00,2023-05-05 01:11:18+03:00,1,2023,5,May,Friday,5,18,01:11,01:11,408.7
2023-05-08,6.9825,2023-05-08 01:01:03+03:00,2023-05-08 01:01:03+03:00,1,2023,5,May,Monday,8,19,01:01,01:01,418.95
2023-05-09,5.805,2023-05-09 02:11:43+03:00,2023-05-09 02:11:43+03:00,1,2023,5,May,Tuesday,9,19,02:11,02:11,348.29999999999995
2023-05-10,5.721388888888889,2023-05-10 02:14:21+03:00,2023-05-10 02:47:36+03:00,2,2023,5,May,Wednesday,10,19,02:14,02:47,343.2833333333333
2023-05-11,5.802222222222222,2023-05-11 02:11:52+03:00,2023-05-11 02:11:52+03:00,1,2023,5,May,Thursday,11,19,02:11,02:11,348.1333333333333
2023-05-15,4.836388888888889,2023-05-15 03:09:51+03:00,2023-05-15 03:09:51+03:00,1,2023,5,May,Monday,15,20,03:09,03:09,290.18333333333334
2023-05-16,5.758611111111111,2023-05-16 02:14:29+03:00,2023-05-16 02:14:29+03:00,1,2023,5,May,Tuesday,16,20,02:14,02:14,345.51666666666665
2023-05-17,4.495833333333334,2023-05-17 03:00:44+03:00,2023-05-17 04:13:22+03:00,2,2023,5,May,Wednesday,17,20,03:00,04:13,269.75
2023-05-18,5.599166666666667,2023-05-18 02:24:03+03:00,2023-05-18 02:24:03+03:00,1,2023,5,May,Thursday,18,20,02:24,02:24,335.95000000000005
2023-05-19,5.523055555555556,2023-05-19 02:28:38+03:00,2023-05-19 02:28:38+03:00,1,2023,5,May,Friday,19,20,02:28,02:28,331.3833333333333
2023-05-22,7.083333333333333,2023-05-22 00:55:00+03:00,2023-05-22 00:55:00+03:00,1,2023,5,May,Monday,22,21,00:55,00:55,425.0
2023-05-23,5.6425,2023-05-23 02:21:27+03:00,2023-05-23 02:21:27+03:00,1,2023,5,May,Tuesday,23,21,02:21,02:21,338.55
2023-05-24,7.078611111111111,2023-05-24 00:55:00+03:00,2023-05-24 07:00:35+03:00,2,2023,5,May,Wednesday,24,21,00:55,07:00,424.71666666666664
2023-05-25,5.850555555555555,2023-05-25 02:08:58+03:00,2023-05-25 02:08:58+03:00,1,2023,5,May,Thursday,25,21,02:08,02:08,351.0333333333333
2023-05-26,5.354722222222222,2023-05-26 02:23:19+03:00,2023-05-26 03:15:22+03:00,2,2023,5,May,Friday,26,21,02:23,03:15,321.2833333333333
2023-05-29,5.389444444444444,2023-05-29 02:36:38+03:00,2023-05-29 02:36:38+03:00,1,2023,5,May,Monday,29,22,02:36,02:36,323.3666666666666
2023-05-30,5.3475,2023-05-30 02:38:51+03:00,2023-05-30 03:16:15+03:00,2,2023,5,May,Tuesday,30,22,02:38,03:16,320.85
2023-05-31,5.269166666666667,2023-05-31 02:43:51+03:00,2023-05-31 02:43:51+03:00,1,2023,5,May,Wednesday,31,22,02:43,02:43,316.15000000000003
2023-06-01,5.5777777777777775,2023-06-01 02:25:20+03:00,2023-06-01 02:25:20+03:00,1,2023,6,June,Thursday,1,22,02:25,02:25,334.66666666666663
2023-06-02,5.151388888888889,2023-06-02 02:15:57+03:00,2023-06-02 03:07:32+03:00,2,2023,6,June,Friday,2,22,02:15,03:07,309.0833333333333
2023-06-05,6.919722222222222,2023-06-05 00:55:00+03:00,2023-06-05 07:40:21+03:00,2,2023,6,June,Monday,5,23,00:55,07:40,415.18333333333334
2023-06-06,4.8469444444444445,2023-06-06 03:09:12+03:00,2023-06-06 03:09:12+03:00,1,2023,6,June,Tuesday,6,23,03:09,03:09,290.81666666666666
2023-06-07,3.946111111111111,2023-06-07 02:06:59+03:00,2023-06-07 06:01:02+03:00,3,2023,6,June,Wednesday,7,23,02:06,06:01,236.76666666666668
2023-06-08,5.592222222222222,2023-06-08 02:24:28+03:00,2023-06-08 02:24:28+03:00,1,2023,6,June,Thursday,8,23,02:24,02:24,335.53333333333336
2023-06-09,4.369166666666667,2023-06-09 02:05:32+03:00,2023-06-09 05:03:17+03:00,4,2023,6,June,Friday,9,23,02:05,05:03,262.15
2023-06-12,4.496666666666666,2023-06-12 02:31:13+03:00,2023-06-12 05:19:17+03:00,3,2023,6,June,Monday,12,24,02:31,05:19,269.79999999999995
2023-06-13,6.611666666666666,2023-06-13 01:20:46+03:00,2023-06-13 04:11:37+03:00,2,2023,6,June,Tuesday,13,24,01:20,04:11,396.7
2023-06-14,2.7558333333333334,2023-06-14 05:14:39+03:00,2023-06-14 05:14:39+03:00,1,2023,6,June,Wednesday,14,24,05:14,05:14,165.35
2023-06-15,5.345,2023-06-15 02:11:08+03:00,2023-06-15 07:44:43+03:00,5,2023,6,June,Thursday,15,24,02:11,07:44,320.7
2023-06-16,5.907777777777778,2023-06-16 02:05:33+03:00,2023-06-16 02:05:33+03:00,1,2023,6,June,Friday,16,24,02:05,02:05,354.46666666666664
2023-06-19,6.225,2023-06-19 01:44:36+03:00,2023-06-19 01:44:36+03:00,1,2023,6,June,Monday,19,25,01:44,01:44,373.5
2023-06-20,5.722222222222222,2023-06-20 02:16:40+03:00,2023-06-20 02:16:40+03:00,1,2023,6,June,Tuesday,20,25,02:16,02:16,343.3333333333333
2023-06-21,6.103888888888889,2023-06-21 01:53:46+03:00,2023-06-21 01:53:46+03:00,1,2023,6,June,Wednesday,21,25,01:53,01:53,366.23333333333335
2023-06-22,6.393055555555556,2023-06-22 01:34:07+03:00,2023-06-22 07:12:30+03:00,2,2023,6,June,Thursday,22,25,01:34,07:12,383.58333333333337
2023-06-23,4.955555555555556,2023-06-23 02:12:54+03:00,2023-06-23 02:12:54+03:00,1,2023,6,June,Friday,23,25,02:12,02:12,297.33333333333337
2023-06-26,5.120555555555556,2023-06-26 02:52:48+03:00,2023-06-26 02:52:48+03:00,1,2023,6,June,Monday,26,26,02:52,02:52,307.23333333333335
2023-06-27,6.5775,2023-06-27 00:55:00+03:00,2023-06-27 00:55:00+03:00,1,2023,6,June,Tuesday,27,26,00:55,00:55,394.65
2023-06-28,3.915,2023-06-28 02:17:08+03:00,2023-06-28 07:27:32+03:00,3,2023,6,June,Wednesday,28,26,02:17,07:27,234.9
2023-06-29,6.5472222222222225,2023-06-29 01:27:10+03:00,2023-06-29 01:27:10+03:00,1,2023,6,June,Thursday,29,26,01:27,01:27,392.83333333333337
2023-06-30,5.943888888888889,2023-06-30 01:41:32+03:00,2023-06-30 06:29:16+03:00,3,2023,6,June,Friday,30,26,01:41,06:29,356.6333333333333
2023-07-03,5.374444444444444,2023-07-03 02:37:03+03:00,2023-07-03 02:59:30+03:00,2,2023,7,July,Monday,3,27,02:37,02:59,322.46666666666664
2023-07-04,6.354444444444445,2023-07-04 01:38:44+03:00,2023-07-04 01:38:44+03:00,1,2023,7,July,Tuesday,4,27,01:38,01:38,381.2666666666667
2023-07-05,6.821944444444444,2023-07-05 01:09:57+03:00,2023-07-05 02:35:52+03:00,2,2023,7,July,Wednesday,5,27,01:09,02:35,409.31666666666666
2023-07-06,5.749444444444444,2023-07-06 02:15:02+03:00,2023-07-06 02:15:02+03:00,1,2023,7,July,Thursday,6,27,02:15,02:15,344.96666666666664
2023-07-07,7.020277777777777,2023-07-07 00:58:47+03:00,2023-07-07 00:58:47+03:00,1,2023,7,July,Friday,7,27,00:58,00:58,421.21666666666664
2023-07-10,5.505833333333333,2023-07-10 02:27:14+03:00,2023-07-10 06:33:57+03:00,2,2023,7,July,Monday,10,28,02:27,06:33,330.35
2023-07-11,6.984999999999999,2023-07-11 00:55:00+03:00,2023-07-11 02:36:16+03:00,2,2023,7,July,Tuesday,11,28,00:55,02:36,419.09999999999997
2023-07-12,7.083333333333333,2023-07-12 00:55:00+03:00,2023-07-12 00:55:00+03:00,1,2023,7,July,Wednesday,12,28,00:55,00:55,425.0
2023-07-13,6.3213888888888885,2023-07-13 01:25:12+03:00,2023-07-13 07:37:58+03:00,3,2023,7,July,Thursday,13,28,01:25,07:37,379.2833333333333
2023-07-14,5.9191666666666665,2023-07-14 02:02:25+03:00,2023-07-14 06:37:17+03:00,2,2023,7,July,Friday,14,28,02:02,06:37,355.15
2023-07-17,5.553333333333334,2023-07-17 02:15:40+03:00,2023-07-17 04:49:37+03:00,5,2023,7,July,Monday,17,29,02:15,04:49,333.20000000000005
2023-07-18,5.406666666666667,2023-07-18 02:00:00+03:00,2023-07-18 03:24:44+03:00,2,2023,7,July,Tuesday,18,29,02:00,03:24,324.40000000000003
2023-07-19,6.629444444444444,2023-07-19 01:09:13+03:00,2023-07-19 02:37:37+03:00,2,2023,7,July,Wednesday,19,29,01:09,02:37,397.76666666666665
2023-07-20,2.042777777777778,2023-07-20 00:55:00+03:00,2023-07-20 00:55:00+03:00,1,2023,7,July,Thursday,20,29,00:55,00:55,122.56666666666666
2023-07-21,7.083333333333333,2023-07-21 00:55:00+03:00,2023-07-21 00:55:00+03:00,1,2023,7,July,Friday,21,29,00:55,00:55,425.0
2023-07-24,6.919722222222222,2023-07-24 01:03:02+03:00,2023-07-24 05:26:34+03:00,2,2023,7,July,Monday,24,30,01:03,05:26,415.18333333333334
2023-07-25,7.083333333333333,2023-07-25 00:55:00+03:00,2023-07-25 00:55:00+03:00,1,2023,7,July,Tuesday,25,30,00:55,00:55,425.0
2023-07-26,7.083333333333333,2023-07-26 00:55:00+03:00,2023-07-26 00:55:00+03:00,1,2023,7,July,Wednesday,26,30,00:55,00:55,425.0
2023-07-27,6.711666666666667,2023-07-27 01:17:18+03:00,2023-07-27 01:17:18+03:00,1,2023,7,July,Thursday,27,30,01:17,01:17,402.7
2023-07-28,6.793333333333334,2023-07-28 00:55:00+03:00,2023-07-28 07:19:02+03:00,2,2023,7,July,Friday,28,30,00:55,07:19,407.6
2023-07-31,6.958333333333333,2023-07-31 01:02:30+03:00,2023-07-31 01:02:30+03:00,1,2023,7,July,Monday,31,31,01:02,01:02,417.5
2023-08-01,7.015555555555555,2023-08-01 00:59:04+03:00,2023-08-01 00:59:04+03:00,1,2023,8,August,Tuesday,1,31,00:59,00:59,420.93333333333334
2023-08-02,6.3213888888888885,2023-08-02 01:40:43+03:00,2023-08-02 01:40:43+03:00,1,2023,8,August,Wednesday,2,31,01:40,01:40,379.2833333333333
2023-08-03,7.068611111111111,2023-08-03 00:55:24+03:00,2023-08-03 06:33:49+03:00,2,2023,8,August,Thursday,3,31,00:55,06:33,424.1166666666667
2023-08-04,5.045555555555556,2023-08-04 00:55:00+03:00,2023-08-04 07:05:45+03:00,2,2023,8,August,Friday,4,31,00:55,07:05,302.73333333333335
2023-08-07,5.199166666666667,2023-08-07 02:48:05+03:00,2023-08-07 02:48:05+03:00,1,2023,8,August,Monday,7,32,02:48,02:48,311.95
2023-08-08,6.1161111111111115,2023-08-08 01:52:55+03:00,2023-08-08 02:46:33+03:00,2,2023,8,August,Tuesday,8,32,01:52,02:46,366.9666666666667
2023-08-09,4.743611111111111,2023-08-09 02:01:46+03:00,2023-08-09 04:52:58+03:00,4,2023,8,August,Wednesday,9,32,02:01,04:52,284.6166666666667
2023-08-10,5.829444444444444,2023-08-10 01:55:47+03:00,2023-08-10 04:29:57+03:00,2,2023,8,August,Thursday,10,32,01:55,04:29,349.76666666666665
2023-08-11,5.312777777777778,2023-08-11 01:52:56+03:00,2023-08-11 04:27:07+03:00,3,2023,8,August,Friday,11,32,01:52,04:27,318.76666666666665
2023-08-14,3.5036111111111112,2023-08-14 03:21:01+03:00,2023-08-14 07:19:45+03:00,6,2023,8,August,Monday,14,33,03:21,07:19,210.21666666666667
2023-08-15,4.934722222222222,2023-08-15 02:17:30+03:00,2023-08-15 07:29:09+03:00,3,2023,8,August,Tuesday,15,33,02:17,07:29,296.0833333333333
2023-08-16,4.852777777777778,2023-08-16 02:29:52+03:00,2023-08-16 03:52:52+03:00,2,2023,8,August,Wednesday,16,33,02:29,03:52,291.1666666666667
2023-08-17,7.072222222222223,2023-08-17 00:55:00+03:00,2023-08-17 07:42:28+03:00,2,2023,8,August,Thursday,17,33,00:55,07:42,424.33333333333337
2023-08-18,6.0875,2023-08-18 01:54:45+03:00,2023-08-18 01:54:45+03:00,1,2023,8,August,Friday,18,33,01:54,01:54,365.25
2023-08-21,6.6066666666666665,2023-08-21 01:23:36+03:00,2023-08-21 01:23:36+03:00,1,2023,8,August,Monday,21,34,01:23,01:23,396.4
2023-08-22,6.422777777777778,2023-08-22 01:34:38+03:00,2023-08-22 01:34:38+03:00,1,2023,8,August,Tuesday,22,34,01:34,01:34,385.3666666666667
2023-08-23,6.593333333333334,2023-08-23 01:24:26+03:00,2023-08-23 01:24:26+03:00,1,2023,8,August,Wednesday,23,34,01:24,01:24,395.6
2023-08-24,6.801111111111111,2023-08-24 01:11:56+03:00,2023-08-24 01:11:56+03:00,1,2023,8,August,Thursday,24,34,01:11,01:11,408.06666666666666
2023-08-25,5.501388888888889,2023-08-25 02:29:55+03:00,2023-08-25 02:29:55+03:00,1,2023,8,August,Friday,25,34,02:29,02:29,330.08333333333337
2023-08-28,4.854444444444445,2023-08-28 02:54:36+03:00,2023-08-28 03:24:35+03:00,2,2023,8,August,Monday,28,35,02:54,03:24,291.2666666666667
2023-08-29,6.877222222222223,2023-08-29 01:07:23+03:00,2023-08-29 01:07:23+03:00,1,2023,8,August,Tuesday,29,35,01:07,01:07,412.6333333333333
2023-08-30,4.580555555555556,2023-08-30 01:55:03+03:00,2023-08-30 06:42:15+03:00,5,2023,8,August,Wednesday,30,35,01:55,06:42,274.83333333333337
2023-08-31,5.415555555555556,2023-08-31 02:35:04+03:00,2023-08-31 02:35:04+03:00,1,2023,8,August,Thursday,31,35,02:35,02:35,324.93333333333334
2023-09-01,6.701388888888889,2023-09-01 01:17:55+03:00,2023-09-01 01:17:55+03:00,1,2023,9,September,Friday,1,35,01:17,01:17,402.08333333333337
2023-09-04,6.878611111111111,2023-09-04 01:06:22+03:00,2023-09-04 04:25:26+03:00,2,2023,9,September,Monday,4,36,01:06,04:25,412.71666666666664
2023-09-05,5.440277777777778,2023-09-05 02:33:36+03:00,2023-09-05 02:33:36+03:00,1,2023,9,September,Tuesday,5,36,02:33,02:33,326.4166666666667
2023-09-06,1.2216666666666667,2023-09-06 01:01:09+03:00,2023-09-06 01:01:09+03:00,1,2023,9,September,Wednesday,6,36,01:01,01:01,73.3
2023-09-07,6.019722222222223,2023-09-07 01:58:49+03:00,2023-09-07 01:58:49+03:00,1,2023,9,September,Thursday,7,36,01:58,01:58,361.18333333333334
2023-09-08,5.450277777777778,2023-09-08 02:32:59+03:00,2023-09-08 02:32:59+03:00,1,2023,9,September,Friday,8,36,02:32,02:32,327.01666666666665
2023-09-11,6.719444444444444,2023-09-11 01:55:00+03:00,2023-09-11 01:55:00+03:00,1,2023,9,September,Monday,11,37,01:55,01:55,403.16666666666663
2023-09-12,6.448888888888889,2023-09-12 02:19:44+03:00,2023-09-12 08:40:44+03:00,2,2023,9,September,Tuesday,12,37,02:19,08:40,386.93333333333334
2023-09-13,6.645555555555555,2023-09-13 02:06:18+03:00,2023-09-13 08:29:39+03:00,2,2023,9,September,Wednesday,13,37,02:06,08:29,398.7333333333333
2023-09-14,6.67,2023-09-14 02:19:48+03:00,2023-09-14 02:19:48+03:00,1,2023,9,September,Thursday,14,37,02:19,02:19,400.2
2023-09-15,5.310555555555556,2023-09-15 02:29:29+03:00,2023-09-15 08:07:55+03:00,4,2023,9,September,Friday,15,37,02:29,08:07,318.6333333333334
2023-09-18,7.083333333333333,2023-09-18 01:55:00+03:00,2023-09-18 01:55:00+03:00,1,2023,9,September,Monday,18,38,01:55,01:55,425.0
2023-09-19,5.241388888888888,2023-09-19 01:55:00+03:00,2023-09-19 06:11:24+03:00,4,2023,9,September,Tuesday,19,38,01:55,06:11,314.4833333333333
2023-09-20,7.083611111111111,2023-09-20 00:55:00+03:00,2023-09-20 00:55:00+03:00,1,2023,9,September,Wednesday,20,38,00:55,00:55,425.01666666666665
2023-09-21,3.863611111111111,2023-09-21 04:08:11+03:00,2023-09-21 04:08:11+03:00,1,2023,9,September,Thursday,21,38,04:08,04:08,231.81666666666666
2023-09-22,6.685833333333333,2023-09-22 01:18:51+03:00,2023-09-22 01:18:51+03:00,1,2023,9,September,Friday,22,38,01:18,01:18,401.15
2023-09-25,7.030833333333333,2023-09-25 00:55:00+03:00,2023-09-25 07:43:18+03:00,4,2023,9,September,Monday,25,39,00:55,07:43,421.84999999999997
2023-09-26,2.0324999999999998,2023-09-26 03:35:48+03:00,2023-09-26 06:46:48+03:00,3,2023,9,September,Tuesday,26,39,03:35,06:46,121.94999999999999
2023-09-27,7.071944444444444,2023-09-27 00:55:00+03:00,2023-09-27 07:00:07+03:00,2,2023,9,September,Wednesday,27,39,00:55,07:00,424.31666666666666
2023-09-28,5.2972222222222225,2023-09-28 02:01:10+03:00,2023-09-28 05:41:53+03:00,3,2023,9,September,Thursday,28,39,02:01,05:41,317.83333333333337
2023-09-29,6.854722222222223,2023-09-29 01:08:31+03:00,2023-09-29 07:02:02+03:00,2,2023,9,September,Friday,29,39,01:08,07:02,411.28333333333336
2023-10-02,7.083888888888889,2023-10-02 00:55:00+03:00,2023-10-02 00:55:00+03:00,1,2023,10,October,Monday,2,40,00:55,00:55,425.0333333333333
2023-10-03,5.816111111111111,2023-10-03 02:11:04+03:00,2023-10-03 02:11:04+03:00,1,2023,10,October,Tuesday,3,40,02:11,02:11,348.96666666666664
2023-10-04,7.083611111111111,2023-10-04 00:55:00+03:00,2023-10-04 00:55:00+03:00,1,2023,10,October,Wednesday,4,40,00:55,00:55,425.01666666666665
2023-10-05,7.04,2023-10-05 00:57:36+03:00,2023-10-05 00:57:36+03:00,1,2023,10,October,Thursday,5,40,00:57,00:57,422.4
2023-10-06,6.248611111111111,2023-10-06 01:45:05+03:00,2023-10-06 01:45:05+03:00,1,2023,10,October,Friday,6,40,01:45,01:45,374.91666666666663
2023-10-09,6.796388888888889,2023-10-09 01:12:15+03:00,2023-10-09 01:12:15+03:00,1,2023,10,October,Monday,9,41,01:12,01:12,407.78333333333336
2023-10-10,7.083333333333333,2023-10-10 00:55:00+03:00,2023-10-10 00:55:00+03:00,1,2023,10,October,Tuesday,10,41,00:55,00:55,425.0
2023-10-11,6.706666666666667,2023-10-11 01:17:36+03:00,2023-10-11 01:17:36+03:00,1,2023,10,October,Wednesday,11,41,01:17,01:17,402.40000000000003
2023-10-12,7.083611111111111,2023-10-12 00:55:00+03:00,2023-10-12 00:55:00+03:00,1,2023,10,October,Thursday,12,41,00:55,00:55,425.01666666666665
2023-10-13,7.083611111111111,2023-10-13 00:55:00+03:00,2023-10-13 00:55:00+03:00,1,2023,10,October,Friday,13,41,00:55,00:55,425.01666666666665
2023-10-16,6.972222222222222,2023-10-16 01:01:42+03:00,2023-10-16 01:01:42+03:00,1,2023,10,October,Monday,16,42,01:01,01:01,418.3333333333333
2023-10-17,6.042777777777777,2023-10-17 01:57:28+03:00,2023-10-17 01:57:28+03:00,1,2023,10,October,Tuesday,17,42,01:57,01:57,362.56666666666666
2023-10-18,7.033333333333333,2023-10-18 00:55:00+03:00,2023-10-18 05:47:55+03:00,2,2023,10,October,Wednesday,18,42,00:55,05:47,422.0
2023-10-19,7.083333333333333,2023-10-19 00:55:00+03:00,2023-10-19 00:55:00+03:00,1,2023,10,October,Thursday,19,42,00:55,00:55,425.0
2023-10-20,6.560277777777777,2023-10-20 01:26:23+03:00,2023-10-20 01:26:23+03:00,1,2023,10,October,Friday,20,42,01:26,01:26,393.6166666666667
2023-10-23,6.831388888888889,2023-10-23 01:05:30+03:00,2023-10-23 03:53:02+03:00,2,2023,10,October,Monday,23,43,01:05,03:53,409.8833333333333
2023-10-24,7.083333333333333,2023-10-24 00:55:00+03:00,2023-10-24 00:55:00+03:00,1,2023,10,October,Tuesday,24,43,00:55,00:55,425.0
2023-10-25,4.849166666666667,2023-10-25 01:34:29+03:00,2023-10-25 06:00:36+03:00,5,2023,10,October,Wednesday,25,43,01:34,06:00,290.95000000000005
2023-10-26,6.453611111111111,2023-10-26 01:32:47+03:00,2023-10-26 01:32:47+03:00,1,2023,10,October,Thursday,26,43,01:32,01:32,387.21666666666664
2023-10-27,6.423055555555556,2023-10-27 01:34:37+03:00,2023-10-27 01:34:37+03:00,1,2023,10,October,Friday,27,43,01:34,01:34,385.3833333333334
2023-10-30,6.205,2023-10-30 01:47:42+03:00,2023-10-30 01:47:42+03:00,1,2023,10,October,Monday,30,44,01:47,01:47,372.3
2023-10-31,7.083333333333333,2023-10-31 00:55:00+03:00,2023-10-31 00:55:00+03:00,1,2023,10,October,Tuesday,31,44,00:55,00:55,425.0
2023-11-01,5.748888888888889,2023-11-01 02:15:04+03:00,2023-11-01 02:15:04+03:00,1,2023,11,November,Wednesday,1,44,02:15,02:15,344.93333333333334
2023-11-02,6.090833333333333,2023-11-02 01:54:34+03:00,2023-11-02 01:54:34+03:00,1,2023,11,November,Thursday,2,44,01:54,01:54,365.45
2023-11-03,5.165,2023-11-03 02:06:51+03:00,2023-11-03 03:10:38+03:00,2,2023,11,November,Friday,3,44,02:06,03:10,309.9
2023-11-06,6.777777777777779,2023-11-06 01:11:03+03:00,2023-11-06 03:07:41+03:00,2,2023,11,November,Monday,6,45,01:11,03:07,406.66666666666674
2023-11-07,7.020555555555555,2023-11-07 00:58:46+03:00,2023-11-07 00:58:46+03:00,1,2023,11,November,Tuesday,7,45,00:58,00:58,421.2333333333333
2023-11-08,7.078888888888889,2023-11-08 00:55:00+03:00,2023-11-08 07:30:46+03:00,2,2023,11,November,Wednesday,8,45,00:55,07:30,424.73333333333335
2023-11-09,5.835555555555556,2023-11-09 02:09:52+03:00,2023-11-09 02:09:52+03:00,1,2023,11,November,Thursday,9,45,02:09,02:09,350.1333333333333
2023-11-10,6.488888888888889,2023-11-10 01:30:40+03:00,2023-11-10 01:30:40+03:00,1,2023,11,November,Friday,10,45,01:30,01:30,389.3333333333333
2023-11-13,7.083333333333333,2023-11-13 00:55:00+03:00,2023-11-13 00:55:00+03:00,1,2023,11,November,Monday,13,46,00:55,00:55,425.0
2023-11-14,6.599722222222222,2023-11-14 01:24:01+03:00,2023-11-14 01:24:01+03:00,1,2023,11,November,Tuesday,14,46,01:24,01:24,395.9833333333333
2023-11-15,6.3775,2023-11-15 01:34:07+03:00,2023-11-15 06:38:05+03:00,2,2023,11,November,Wednesday,15,46,01:34,06:38,382.65000000000003
2023-11-16,6.715277777777778,2023-11-16 01:17:05+03:00,2023-11-16 01:17:05+03:00,1,2023,11,November,Thursday,16,46,01:17,01:17,402.9166666666667
2023-11-17,5.5377777777777775,2023-11-17 02:04:10+03:00,2023-11-17 03:20:10+03:00,3,2023,11,November,Friday,17,46,02:04,03:20,332.26666666666665
2023-11-20,5.696111111111111,2023-11-20 02:17:04+03:00,2023-11-20 02:35:13+03:00,2,2023,11,November,Monday,20,47,02:17,02:35,341.76666666666665
2023-11-21,5.309722222222222,2023-11-21 02:41:26+03:00,2023-11-21 02:41:26+03:00,1,2023,11,November,Tuesday,21,47,02:41,02:41,318.5833333333333
2023-11-22,5.151388888888889,2023-11-22 02:36:16+03:00,2023-11-22 03:23:29+03:00,3,2023,11,November,Wednesday,22,47,02:36,03:23,309.0833333333333
2023-11-23,5.463055555555555,2023-11-23 02:18:20+03:00,2023-11-23 03:20:54+03:00,3,2023,11,November,Thursday,23,47,02:18,03:20,327.7833333333333
2023-11-24,6.8025,2023-11-24 01:11:42+03:00,2023-11-24 01:11:42+03:00,1,2023,11,November,Friday,24,47,01:11,01:11,408.15000000000003
2023-11-27,7.083333333333333,2023-11-27 00:55:00+03:00,2023-11-27 00:55:00+03:00,1,2023,11,November,Monday,27,48,00:55,00:55,425.0
2023-11-28,5.625277777777778,2023-11-28 01:43:50+03:00,2023-11-28 01:43:50+03:00,1,2023,11,November,Tuesday,28,48,01:43,01:43,337.51666666666665
2023-11-29,7.034722222222222,2023-11-29 00:57:55+03:00,2023-11-29 00:57:55+03:00,1,2023,11,November,Wednesday,29,48,00:57,00:57,422.0833333333333
2023-11-30,6.295555555555556,2023-11-30 01:36:39+03:00,2023-11-30 02:36:31+03:00,2,2023,11,November,Thursday,30,48,01:36,02:36,377.73333333333335
2023-12-01,5.095555555555556,2023-12-01 02:18:09+03:00,2023-12-01 03:28:51+03:00,3,2023,12,December,Friday,1,48,02:18,03:28,305.73333333333335
2023-12-04,6.743888888888889,2023-12-04 01:15:22+03:00,2023-12-04 01:15:22+03:00,1,2023,12,December,Monday,4,49,01:15,01:15,404.6333333333333
2023-12-05,6.91,2023-12-05 01:05:24+03:00,2023-12-05 01:05:24+03:00,1,2023,12,December,Tuesday,5,49,01:05,01:05,414.6
2023-12-06,5.485277777777778,2023-12-06 02:30:53+03:00,2023-12-06 02:30:53+03:00,1,2023,12,December,Wednesday,6,49,02:30,02:30,329.1166666666667
2023-12-07,5.554166666666666,2023-12-07 02:23:08+03:00,2023-12-07 02:51:09+03:00,2,2023,12,December,Thursday,7,49,02:23,02:51,333.25
2023-12-08,6.367222222222222,2023-12-08 01:31:49+03:00,2023-12-08 01:31:49+03:00,1,2023,12,December,Friday,8,49,01:31,01:31,382.0333333333333
2023-12-11,6.966666666666667,2023-12-11 01:02:00+03:00,2023-12-11 01:02:00+03:00,1,2023,12,December,Monday,11,50,01:02,01:02,418.0
2023-12-12,6.499444444444444,2023-12-12 01:30:02+03:00,2023-12-12 01:30:02+03:00,1,2023,12,December,Tuesday,12,50,01:30,01:30,389.96666666666664
2023-12-13,5.597222222222222,2023-12-13 02:24:10+03:00,2023-12-13 02:24:10+03:00,1,2023,12,December,Wednesday,13,50,02:24,02:24,335.8333333333333
2023-12-14,5.636111111111111,2023-12-14 02:15:52+03:00,2023-12-14 02:45:03+03:00,2,2023,12,December,Thursday,14,50,02:15,02:45,338.1666666666667
